time,cadence,heartrate,distance,altitude,lat,lng,velocity,fixed_altitude
0,0,84,1.3,,45.516983,-73.527374,,11
1,0,84,1.3,,45.516983,-73.527374,0,11
2,0,84,3.1,,45.516987,-73.52735,0.9,11
3,0,85,5.2,,45.517,-73.52733,1.3,11
4,0,86,7.1,,45.51701,-73.5273,1.45,11
5,43,86,9.7,,45.517033,-73.527275,1.68,11
6,64,87,12.7,,45.51705,-73.52725,3,11
7,80,90,15.6,,45.51707,-73.52723,2.9,11
8,83,95,18.8,,45.51709,-73.52719,3.2,11
9,85,98,22.3,,45.5171,-73.52715,3.5,11
10,85,98,25.7,,45.517113,-73.527115,3.4,11
11,85,98,29.8,,45.51712,-73.52708,4.1,11
12,85,98,33.8,,45.51713,-73.52703,4,11
13,85,97,37.8,,45.51714,-73.526985,4,11
14,85,97,41.5,,45.517143,-73.52695,3.7,10
15,85,97,44.8,,45.51715,-73.52691,3.3,10
16,85,99,48.3,,45.51716,-73.52686,3.5,10
17,85,102,51.9,,45.51717,-73.526825,3.6,10
18,85,103,55.5,,45.517178,-73.52678,3.6,10
19,85,105,59,,45.51718,-73.52674,3.5,10
20,85,105,62.2,,45.51719,-73.5267,3.2,10
21,85,106,65.4,,45.5172,-73.52666,3.2,10
22,87,106,68.7,,45.51721,-73.52662,3.3,10
23,86,106,72.1,,45.517223,-73.52657,3.4,10
24,86,107,75.7,,45.51723,-73.52653,3.6,10
25,86,107,79.4,,45.51724,-73.52648,3.7,10
26,86,107,83,,45.517242,-73.52644,3.6,10
27,86,107,86.4,,45.517246,-73.5264,3.4,10
28,86,108,90.1,,45.517254,-73.52635,3.7,10
29,86,109,93.8,,45.51726,-73.526306,3.7,10
30,86,109,97.6,,45.517265,-73.52626,3.8,10
31,86,109,101.1,,45.517277,-73.526215,3.5,10
32,86,112,104.8,,45.51729,-73.52617,3.7,10
33,86,119,108.5,6,45.517296,-73.52612,3.7,10
34,86,119,112.1,6,45.517303,-73.526085,3.6,10
35,86,119,115.7,6,45.517307,-73.52604,3.6,10
36,86,121,119.3,6,45.517315,-73.52599,3.6,9
37,86,122,122.8,6,45.517315,-73.525955,3.5,9
38,86,122,126.3,6,45.51731,-73.5259,3.5,9
39,86,122,130.1,6.2,45.51731,-73.52586,3.8,9
40,86,122,133.4,6.2,45.51731,-73.52582,3.3,9
41,86,123,136.5,6.4,45.517307,-73.52579,3.1,9
42,86,124,139.4,6.6,45.517307,-73.52576,2.9,8
43,86,125,142,6.8,45.517307,-73.52572,2.6,8
44,86,127,144.7,6.8,45.517307,-73.52568,2.7,7
45,86,127,147.4,6.8,45.517307,-73.52565,2.7,7
46,86,127,150.1,7,45.5173,-73.52561,2.7,6
47,86,128,152.7,7.2,45.517284,-73.52557,2.6,5
48,86,130,155,7.2,45.51726,-73.52555,2.3,5
49,86,131,157.6,7.4,45.51723,-73.52553,2.6,4
50,86,131,160.8,7.4,45.517193,-73.52552,3.2,4
51,86,132,164.4,7.4,45.517155,-73.52551,3.6,4
52,86,133,168.3,7.4,45.517124,-73.52551,3.9,4
53,86,134,171.7,7.4,45.5171,-73.52551,3.4,4
54,86,134,174.6,7.6,45.51708,-73.52551,2.9,4
55,86,134,177.8,7.6,45.51705,-73.52551,3.2,4
56,86,135,181.1,7.8,45.51703,-73.52551,3.3,4
57,86,135,184.2,8,45.517006,-73.52552,3.1,4
58,86,137,187.2,8,45.51698,-73.52552,3,4
59,86,137,189.5,8.2,45.516956,-73.52553,2.3,4
60,86,137,191.6,8.4,45.516933,-73.52553,2.1,4
61,86,138,193.4,8.6,45.51691,-73.525536,1.8,4
62,86,138,195.7,8.8,45.516888,-73.525536,2.3,4
63,86,139,198.4,9.2,45.51686,-73.52553,2.7,4
64,86,139,201.2,9.4,45.516834,-73.52553,2.8,4
65,86,140,204,9.8,45.516808,-73.52552,2.8,4
66,86,141,207,10,45.516785,-73.52552,3,4
67,86,141,209.8,10.2,45.516758,-73.52552,2.8,4
68,86,142,212.5,10.6,45.516735,-73.52552,2.7,4
69,86,142,215.4,11,45.51671,-73.52552,2.9,4
70,86,142,218.5,11.2,45.516678,-73.52551,3.1,4
71,86,142,222,11.6,45.516644,-73.5255,3.5,4
72,86,142,225.5,11.8,45.516617,-73.52549,3.5,4
73,86,140,229,12.4,45.516582,-73.525475,3.5,4
74,86,140,232.7,12.6,45.51655,-73.52546,3.7,4
75,86,140,236.7,13.2,45.516514,-73.525444,4,4
76,86,140,240.8,13.4,45.516483,-73.52544,4.1,4
77,86,140,244.9,13.8,45.51645,-73.52543,4.1,4
78,86,140,249.1,14.2,45.51642,-73.52542,4.2,4
79,86,141,253.1,14.6,45.516388,-73.525406,4,4
80,86,141,256.9,15,45.516354,-73.5254,3.8,4
81,86,142,260.7,15.4,45.51632,-73.52538,3.8,4
82,86,143,264.7,15.8,45.516285,-73.52537,4,4
83,86,145,268.6,16.2,45.516254,-73.52536,3.9,4
84,86,146,272.1,16.6,45.51622,-73.525345,3.5,4
85,86,146,275.8,17,45.516193,-73.52533,3.7,4
86,86,146,279.4,17.2,45.516163,-73.52532,3.6,4
87,86,147,283,17.6,45.516132,-73.52531,3.6,4
88,86,147,286.7,18,45.516098,-73.52529,3.7,4
89,86,147,290.5,18.4,45.516068,-73.52528,3.8,4
90,86,148,294,18.8,45.516033,-73.525276,3.5,4
91,86,148,297.8,19.2,45.515995,-73.52526,3.8,4
92,86,148,301.5,19.6,45.51596,-73.52525,3.7,4
93,86,148,305.5,20,45.515926,-73.52524,4,4
94,86,148,309.6,20.2,45.515892,-73.52523,4.1,4
95,86,148,313.7,20.6,45.515858,-73.52522,4.1,4
96,86,148,318,21,45.51582,-73.525215,4.3,4
97,86,148,322.2,21.4,45.515785,-73.52521,4.2,4
98,86,147,325.9,21.6,45.515747,-73.52519,3.7,4
99,86,147,328.8,22,45.51571,-73.52518,2.9,4
100,86,147,333.1,22.4,45.515682,-73.52518,4.3,4
101,86,147,337.4,22.8,45.51565,-73.52516,4.3,4
102,86,147,340.8,23,45.51562,-73.52516,3.4,4
103,86,148,344.5,23.4,45.515594,-73.52515,3.7,4
104,86,148,348,23.6,45.515568,-73.52515,3.5,4
105,86,148,351.3,24,45.51554,-73.52513,3.3,4
106,86,148,354.3,24.2,45.51552,-73.52512,3,4
107,86,148,357,24.6,45.51549,-73.52512,2.7,4
108,86,148,359.6,24.8,45.515465,-73.52512,2.6,4
109,86,148,362.1,25.2,45.515438,-73.525116,2.5,4
110,86,148,364.3,25.2,45.515408,-73.525116,2.2,4
111,86,148,367.3,25.8,45.515377,-73.52511,3,4
112,86,149,370.3,26,45.515347,-73.5251,3,4
113,86,149,373.4,26.2,45.515316,-73.52509,3.1,4
114,86,149,376.8,26.6,45.51529,-73.525085,3.4,4
115,86,149,380.2,26.8,45.515263,-73.525085,3.4,4
116,86,149,383.5,27.2,45.515236,-73.52508,3.3,4
117,86,148,386.9,27.4,45.515205,-73.52507,3.4,4
118,86,148,390.1,27.6,45.51518,-73.525055,3.2,4
119,86,148,393.5,27.8,45.51515,-73.52504,3.4,4
120,86,148,396.9,28.2,45.515118,-73.52503,3.4,4
121,86,147,400.3,28.4,45.515087,-73.525024,3.4,4
122,86,147,403.5,28.8,45.515057,-73.52502,3.2,4
123,86,146,406.8,29.2,45.51503,-73.52502,3.3,4
124,86,146,410,29.4,45.515007,-73.52502,3.2,4
125,86,146,413.2,29.8,45.514984,-73.52502,3.2,4
126,86,146,416.3,30,45.514957,-73.52501,3.1,4
127,87,146,419.3,30.4,45.514927,-73.525,3,4
128,85,145,422.2,30.4,45.514908,-73.525,2.9,4
129,85,145,425.3,30.8,45.514893,-73.52499,3.1,4
130,85,145,427.4,31,45.514874,-73.52498,2.1,4
131,85,145,429.4,31.2,45.514854,-73.52497,2,4
132,85,145,431.4,31.4,45.51483,-73.52496,2,4
133,87,144,433.4,31.8,45.514805,-73.524956,2,4
134,86,145,435.7,31.8,45.514774,-73.524956,2.3,4
135,86,145,438.3,32,45.514748,-73.524956,2.6,4
136,86,145,441.2,32,45.514713,-73.52495,2.9,4
137,86,145,444,32.2,45.514683,-73.52493,2.8,4
138,86,146,446.9,32.4,45.51465,-73.524925,2.9,4
139,86,146,450.9,32.4,45.514618,-73.52491,4,4
140,86,146,455,32.4,45.514587,-73.5249,4.1,4
141,86,147,459.2,32.4,45.514557,-73.524895,4.2,4
142,86,147,463.3,32.4,45.51453,-73.52489,4.1,4
143,86,148,467.2,32.4,45.5145,-73.52487,3.9,4
144,86,148,470.9,32.4,45.51447,-73.52487,3.7,4
145,86,148,474.6,32.4,45.51444,-73.524864,3.7,4
146,86,148,478.2,32.4,45.51441,-73.52485,3.6,4
147,86,148,481.6,32.4,45.514374,-73.52484,3.4,4
148,86,148,485.1,32.4,45.514343,-73.52483,3.5,4
149,86,147,488.6,32.4,45.51431,-73.524826,3.5,4
150,86,147,492.2,32.4,45.51428,-73.52482,3.6,4
151,86,147,495.9,32.4,45.514244,-73.5248,3.7,4
152,86,146,499.6,32.4,45.514214,-73.524796,3.7,4
153,86,145,503.3,32.4,45.514187,-73.52479,3.7,4
154,86,144,507,32.4,45.514156,-73.52479,3.7,4
155,86,144,510.5,32.4,45.514122,-73.52478,3.5,4
156,86,144,514.2,32.2,45.51409,-73.52478,3.7,4
157,86,143,517.8,32.2,45.51406,-73.52477,3.6,4
158,86,143,521.1,32.2,45.51403,-73.524765,3.3,4
159,86,143,524.5,32.2,45.514004,-73.52475,3.4,4
160,86,143,527.7,32.2,45.513973,-73.52475,3.2,4
161,86,143,531,32.2,45.513943,-73.52474,3.3,4
162,86,144,534.2,32.2,45.51391,-73.524734,3.2,4
163,86,143,537.7,32.2,45.513878,-73.52473,3.5,4
164,86,143,541.4,32.2,45.513844,-73.52471,3.7,4
165,86,143,545.1,32.2,45.513813,-73.5247,3.7,4
166,86,142,548.6,32.2,45.513775,-73.52468,3.5,4
167,86,142,552.5,32.4,45.51374,-73.524666,3.9,4
168,86,142,556.5,32.4,45.513702,-73.52466,4,4
169,86,143,560.8,32.4,45.51366,-73.52465,4.3,4
170,86,143,565.4,32.4,45.51362,-73.52464,4.6,4
171,86,143,570.3,32.4,45.51358,-73.52463,4.9,4
172,86,143,575,32.6,45.51355,-73.52461,4.7,4
173,86,143,579.6,32.6,45.51352,-73.524605,4.6,4
174,86,143,584,32.8,45.51349,-73.52459,4.4,4
175,86,143,588.1,32.8,45.513462,-73.52458,4.1,4
176,86,142,591.9,32.8,45.513435,-73.52457,3.8,4
177,86,142,595.4,32.8,45.513405,-73.52456,3.5,4
178,86,141,598.7,33,45.513374,-73.52456,3.3,4
179,86,140,601.5,33,45.513344,-73.52455,2.8,4
180,86,140,604.4,33,45.51331,-73.52454,2.9,4
181,86,139,607.3,33,45.51328,-73.52454,2.9,4
182,86,139,610.4,33,45.51325,-73.52453,3.1,4
183,86,138,613.7,33,45.513218,-73.52452,3.3,4
184,86,138,617.3,33,45.513187,-73.52451,3.6,4
185,86,138,620.8,33,45.513157,-73.5245,3.5,4
186,86,138,624.5,33,45.513126,-73.52449,3.7,4
187,86,138,628.2,33,45.513092,-73.52448,3.7,4
188,86,138,631.9,33,45.513058,-73.524475,3.7,4
189,86,139,635.6,33,45.513023,-73.52447,3.7,4
190,86,139,639.2,33,45.512993,-73.52446,3.6,4
191,86,139,642.9,33,45.51296,-73.52445,3.7,4
192,86,140,646.6,33,45.51292,-73.524445,3.7,4
193,86,140,650.5,33,45.51289,-73.524445,3.9,4
194,86,140,654.7,33,45.51286,-73.52444,4.2,4
195,86,140,658.3,33,45.512825,-73.52443,3.6,4
196,86,140,662,33,45.5128,-73.52442,3.7,4
197,86,139,665.9,33,45.51276,-73.524414,3.9,4
198,86,139,669.4,33,45.512726,-73.52441,3.5,4
199,86,139,673.3,33,45.51269,-73.52439,3.9,4
200,86,139,677.1,33,45.51266,-73.52438,3.8,4
201,86,139,681,33,45.512627,-73.524376,3.9,4
202,86,139,684.7,33,45.5126,-73.52437,3.7,4
203,86,139,688.1,33,45.51257,-73.52436,3.4,4
204,86,140,691.9,33,45.51254,-73.52435,3.8,4
205,86,140,695.4,33,45.512512,-73.524345,3.5,4
206,86,140,698.8,33,45.512486,-73.52434,3.4,4
207,86,140,702,33,45.512455,-73.52433,3.2,4
208,86,140,705,33,45.51243,-73.524315,3,4
209,86,140,708,33,45.5124,-73.52429,3,4
210,86,140,711,33,45.512375,-73.52428,3,4
211,86,140,714,33,45.51235,-73.524254,3,4
212,86,140,717.2,33,45.512318,-73.52425,3.2,4
213,86,140,720.6,33,45.512287,-73.52423,3.4,4
214,86,140,723.8,33,45.512257,-73.52422,3.2,4
215,86,140,727.2,33,45.512226,-73.524216,3.4,4
216,86,140,731,33,45.51219,-73.52421,3.8,4
217,86,140,734.5,33,45.512154,-73.52419,3.5,4
218,86,140,738.4,33,45.51212,-73.52418,3.9,4
219,86,140,742.5,33,45.51209,-73.52417,4.1,4
220,86,140,746.6,33,45.512062,-73.52417,4.1,4
221,86,140,750.3,33,45.512035,-73.52416,3.7,4
222,86,140,753.8,33,45.512005,-73.52416,3.5,4
223,86,140,757.3,33,45.511974,-73.524155,3.5,4
224,86,140,760.6,33,45.511936,-73.52414,3.3,4
225,86,140,764.1,33,45.511894,-73.52412,3.5,4
226,86,140,768.3,33,45.511856,-73.52409,4.2,4
227,86,140,772.6,33,45.511818,-73.52408,4.3,4
228,86,140,776.7,33,45.51178,-73.52406,4.1,4
229,86,139,781,33,45.51174,-73.524055,4.3,4
230,86,139,785.7,33,45.511703,-73.52403,4.7,4
231,86,139,790.8,33,45.511665,-73.52402,5.1,4
232,86,139,795.9,33,45.511635,-73.52401,5.1,4
233,86,139,800.9,33,45.5116,-73.524,5,4
234,86,139,805.4,33,45.511574,-73.523994,4.5,4
235,86,139,809.2,33,45.51155,-73.523994,3.8,4
236,86,140,812.2,33,45.511517,-73.52399,3,4
237,86,140,815.1,33,45.511486,-73.52397,2.9,4
238,86,141,818.4,33,45.51145,-73.523964,3.3,4
239,86,141,821.5,33,45.511425,-73.52396,3.1,4
240,86,141,824.5,33,45.511395,-73.52395,3,4
241,86,141,827.3,33,45.511368,-73.52394,2.8,4
242,86,141,830.4,33,45.51134,-73.52393,3.1,4
243,86,142,833.5,33,45.511307,-73.523926,3.1,4
244,86,142,836.4,33,45.511276,-73.52392,2.9,4
245,86,142,840.1,33,45.511242,-73.52391,3.7,4
246,86,142,844.2,33,45.5112,-73.523895,4.1,4
247,86,143,847.7,33.2,45.511166,-73.52389,3.5,4
248,86,143,851.9,33.2,45.51113,-73.52388,4.2,4
249,86,143,855.7,33.2,45.511093,-73.523865,3.8,4
250,86,143,860.1,33.2,45.51106,-73.52386,4.4,4
251,87,143,864.6,33.2,45.511032,-73.52384,4.5,4
252,86,143,868.8,33.2,45.510994,-73.523834,4.2,4
253,86,144,872.9,33.2,45.51096,-73.52382,4.1,4
254,86,144,877.2,33.4,45.51093,-73.52381,4.3,4
255,86,144,881.2,33.4,45.510895,-73.523796,4,4
256,86,144,885.1,33.4,45.51086,-73.52379,3.9,4
257,86,144,888.5,33.4,45.510826,-73.52377,3.4,4
258,86,145,892.5,33.4,45.510784,-73.52376,4,4
259,86,145,896.3,33.4,45.51076,-73.52375,3.8,4
260,86,145,900.4,33.4,45.510727,-73.52374,4.1,4
261,86,144,903.9,33.4,45.51069,-73.523735,3.5,4
262,86,143,908,33.6,45.51066,-73.52373,4.1,4
263,86,140,911.9,33.6,45.51063,-73.52372,3.9,4
264,86,139,915.5,33.6,45.5106,-73.523705,3.6,4
265,86,139,918.7,33.6,45.510567,-73.5237,3.2,4
266,86,138,922.3,33.6,45.51054,-73.52368,3.6,4
267,86,137,925.9,33.6,45.51051,-73.523674,3.6,4
268,86,136,929.3,33.6,45.51048,-73.52367,3.4,4
269,86,135,932,33.6,45.510452,-73.52366,2.7,4
270,86,135,935.8,33.6,45.51043,-73.52365,3.8,4
271,86,135,938.9,33.6,45.510395,-73.52364,3.1,4
272,86,135,941.3,33.6,45.510372,-73.52364,2.4,4
273,86,135,944.5,33.6,45.510334,-73.52364,3.2,4
274,86,134,947.6,33.6,45.510303,-73.52363,3.1,4
275,86,134,951.4,33.6,45.510265,-73.52361,3.8,4
276,86,134,954.5,33.6,45.510235,-73.523605,3.1,4
277,86,134,958.6,33.6,45.510197,-73.52358,4.1,4
278,86,133,962.2,33.6,45.51017,-73.523575,3.6,4
279,86,133,966.8,33.6,45.510136,-73.52356,4.6,4
280,86,133,970.6,33.6,45.5101,-73.52355,3.8,4
281,86,133,975,33.6,45.510067,-73.52354,4.4,4
282,86,133,979.1,33.6,45.510033,-73.52352,4.1,4
283,86,133,983.7,33.4,45.51,-73.52351,4.6,4
284,86,133,987.3,33.4,45.509964,-73.5235,3.6,4
285,86,133,991.5,33.4,45.50993,-73.52349,4.2,4
286,86,133,995,33.4,45.509903,-73.52348,3.5,4
287,86,133,999.2,33.4,45.509865,-73.523476,4.2,4
288,86,133,1002.3,33.4,45.509846,-73.52347,3.1,4
289,86,133,1006.5,33.4,45.509815,-73.52346,4.2,4
290,86,133,1009.4,33.2,45.50979,-73.52345,2.9,4
291,86,133,1012.6,33.2,45.509754,-73.523445,3.2,4
292,86,133,1015.6,33.2,45.509724,-73.52343,3,4
293,86,134,1019,33.2,45.509697,-73.52342,3.4,4
294,86,135,1022.1,33.2,45.509666,-73.523415,3.1,4
295,86,135,1025.1,33,45.509636,-73.5234,3,4
296,86,135,1028.2,33,45.509605,-73.52339,3.1,4
297,86,135,1031.8,33,45.509575,-73.52338,3.6,4
298,86,135,1035,33,45.50955,-73.52337,3.2,4
299,86,135,1038.8,33,45.50952,-73.52336,3.8,4
300,87,135,1042.1,33,45.509483,-73.52335,3.3,4
301,86,136,1045.8,33,45.50945,-73.52334,3.7,4
302,86,135,1049.4,33,45.509415,-73.52333,3.6,4
303,86,134,1053.2,33,45.509384,-73.52332,3.8,4
304,86,133,1057.1,33,45.509357,-73.52332,3.9,4
305,86,133,1060.7,33,45.50933,-73.523315,3.6,4
306,87,132,1064,33,45.5093,-73.52331,3.3,4
307,88,131,1067.4,32.8,45.50927,-73.5233,3.4,4
308,88,132,1070.9,32.8,45.50923,-73.523285,3.5,4
309,88,132,1074.7,32.8,45.509197,-73.52328,3.8,4
310,86,132,1078.6,32.8,45.509167,-73.52326,3.9,4
311,86,131,1082.2,32.8,45.509132,-73.52325,3.6,4
312,86,131,1085.6,32.8,45.5091,-73.52324,3.4,4
313,86,131,1089.3,32.8,45.50907,-73.52323,3.7,4
314,86,130,1093.2,32.8,45.50904,-73.523224,3.9,4
315,86,130,1097.1,32.6,45.509014,-73.52322,3.9,4
316,86,130,1100.8,32.6,45.50898,-73.5232,3.7,4
317,86,130,1104.4,32.6,45.50895,-73.52319,3.6,4
318,86,129,1108,32.6,45.508915,-73.52318,3.6,4
319,86,130,1111.4,32.6,45.50889,-73.52317,3.4,4
320,86,130,1114.7,32.6,45.508865,-73.52316,3.3,4
321,86,130,1118,32.6,45.50883,-73.523155,3.3,4
322,86,131,1120.8,32.6,45.5088,-73.52315,2.8,4
323,86,131,1124.4,32.6,45.508774,-73.52314,3.6,4
324,86,131,1127.9,32.6,45.508743,-73.52313,3.5,4
325,86,131,1131.1,32.4,45.5087,-73.52312,3.2,4
326,86,131,1134.8,32.4,45.508663,-73.5231,3.7,4
327,86,132,1138.8,32.4,45.508633,-73.523094,4,4
328,86,132,1142.7,32.4,45.508606,-73.52309,3.9,4
329,87,132,1146.4,32.4,45.508575,-73.52308,3.7,4
330,88,132,1150,32.4,45.508545,-73.52307,3.6,4
331,88,132,1154.1,32.4,45.50851,-73.523056,4.1,4
332,88,132,1157.8,32.4,45.508484,-73.52305,3.7,4
333,88,133,1161.3,32.4,45.508453,-73.52304,3.5,4
334,88,133,1165,32.4,45.508415,-73.52303,3.7,4
335,88,133,1168.7,32.4,45.50838,-73.523026,3.7,4
336,88,134,1172.2,32.4,45.508358,-73.52302,3.5,4
337,88,134,1175.5,32.4,45.508324,-73.52301,3.3,4
338,88,134,1178.7,32.4,45.508286,-73.522995,3.2,4
339,87,134,1182.6,32.4,45.508255,-73.52299,3.9,4
340,87,134,1186.9,32.4,45.508232,-73.52298,4.3,4
341,86,134,1190.2,32.4,45.5082,-73.522964,3.3,4
342,87,134,1193.3,32.4,45.508163,-73.52296,3.1,4
343,86,134,1197.3,32.4,45.508133,-73.52294,4,4
344,86,134,1201.1,32.4,45.508102,-73.522934,3.8,4
345,86,134,1204.4,32.4,45.50808,-73.52293,3.3,4
346,86,134,1207.8,32.4,45.508053,-73.52292,3.4,4
347,86,135,1211.3,32.4,45.508026,-73.52292,3.5,4
348,86,135,1214.2,32.4,45.507996,-73.52291,2.9,4
349,86,136,1216.8,32.4,45.507965,-73.5229,2.6,4
350,87,136,1220,32.4,45.507927,-73.52289,3.2,4
351,88,136,1223.7,32.4,45.507893,-73.52288,3.7,4
352,88,137,1227.4,32.4,45.507862,-73.522865,3.7,4
353,88,138,1230.8,32.4,45.50783,-73.52286,3.4,4
354,88,138,1234.1,32.4,45.50779,-73.52284,3.3,4
355,87,138,1238.2,32.4,45.50776,-73.52283,4.1,4
356,86,138,1242.9,32.4,45.507732,-73.52282,4.7,4
357,86,138,1247.1,32.4,45.507698,-73.522804,4.2,4
358,86,138,1251,32.4,45.507664,-73.52279,3.9,4
359,86,137,1255.2,32.4,45.507626,-73.52277,4.2,4
360,86,137,1259.4,32.4,45.50759,-73.52276,4.2,4
361,86,137,1263.3,32.4,45.50756,-73.52275,3.9,4
362,86,137,1267.3,32.4,45.507526,-73.52274,4,4
363,88,137,1271,32.4,45.507492,-73.522736,3.7,4
364,87,136,1275.1,32.4,45.50746,-73.52273,4.1,4
365,87,136,1278.4,32.4,45.50744,-73.52273,3.3,4
366,86,136,1282.2,32.4,45.507412,-73.52272,3.8,4
367,87,136,1285.4,32.4,45.50738,-73.52271,3.2,4
368,88,135,1288.5,32.2,45.50735,-73.522705,3.1,4
369,88,135,1291.6,32.2,45.50732,-73.52269,3.1,4
370,86,135,1294.5,32.2,45.507286,-73.52268,2.9,4
371,86,135,1297.7,32.2,45.50725,-73.522675,3.2,4
372,86,135,1301.4,32.2,45.50721,-73.52267,3.7,4
373,86,134,1304.8,32,45.50717,-73.52265,3.4,4
374,86,134,1309,32,45.507145,-73.522644,4.2,4
375,86,134,1313.1,32,45.507114,-73.52264,4.1,4
376,86,133,1317.5,32,45.507088,-73.52263,4.4,4
377,86,133,1321.4,32,45.507065,-73.52262,3.9,4
378,86,132,1325.1,32,45.507034,-73.52261,3.7,4
379,87,132,1328.3,31.8,45.507008,-73.52261,3.2,4
380,86,132,1331.6,31.8,45.506977,-73.522606,3.3,4
381,86,132,1334.6,31.8,45.50695,-73.522606,3,4
382,86,131,1337.5,31.8,45.506927,-73.522606,2.9,4
383,86,132,1339.7,31.8,45.506905,-73.5226,2.2,4
384,86,132,1341.9,31.8,45.506878,-73.52259,2.2,4
385,86,132,1344.4,31.8,45.50685,-73.52258,2.5,4
386,86,132,1347.2,31.8,45.50682,-73.52258,2.8,4
387,86,133,1350.2,31.8,45.506794,-73.522575,3,4
388,86,133,1353.5,32,45.506763,-73.52257,3.3,4
389,88,134,1356.4,32,45.506737,-73.52256,2.9,4
390,87,134,1359.5,32,45.506714,-73.52255,3.1,4
391,86,134,1362.6,32,45.50669,-73.52254,3.1,4
392,86,134,1365.5,32,45.50666,-73.522514,2.9,4
393,86,134,1368.6,32,45.506622,-73.5225,3.1,4
394,86,134,1372.4,32,45.506577,-73.522484,3.8,4
395,86,134,1376.5,32,45.50654,-73.522484,4.1,4
396,87,134,1381,32,45.50651,-73.52248,4.5,4
397,88,135,1385.1,32,45.506477,-73.52247,4.1,4
398,88,135,1389,32,45.506447,-73.522446,3.9,4
399,88,135,1393.1,32,45.506413,-73.52243,4.1,4
400,86,135,1397.3,32,45.50638,-73.522415,4.2,4
401,86,135,1402.2,32,45.506332,-73.5224,4.9,4
402,86,134,1406.9,32.2,45.50629,-73.522385,4.7,4
403,88,132,1411.8,32.2,45.50626,-73.52238,4.9,4
404,87,131,1416.4,32.2,45.50623,-73.52237,4.6,4
405,86,131,1419.5,32.2,45.5062,-73.52236,3.1,4
406,86,131,1423.5,32.2,45.506172,-73.52235,4,4
407,87,130,1427.6,32.2,45.506134,-73.52234,4.1,4
408,88,129,1431,32.2,45.506104,-73.52233,3.4,4
409,88,128,1435.1,32.2,45.50607,-73.522316,4.1,4
410,88,128,1438.8,32.2,45.506042,-73.52231,3.7,4
411,87,128,1442.4,32.2,45.506012,-73.52229,3.6,4
412,86,128,1444.9,32.2,45.50598,-73.52228,2.5,4
413,86,128,1447.8,32.2,45.50595,-73.52226,2.9,4
414,88,128,1451.6,32.2,45.505917,-73.522255,3.8,4
415,88,128,1455.1,32.2,45.505886,-73.52225,3.5,4
416,88,128,1459,32.2,45.505844,-73.52223,3.9,4
417,87,128,1463,32.2,45.505806,-73.52222,4,4
418,86,129,1466.9,32.2,45.505775,-73.52221,3.9,4
419,86,129,1471.2,32.2,45.50575,-73.5222,4.3,4
420,86,129,1474.9,32.2,45.505733,-73.5222,3.7,4
421,86,130,1478.7,32.2,45.505714,-73.522194,3.8,4
422,86,130,1481.2,32.2,45.50569,-73.52219,2.5,4
423,86,131,1483.6,32.2,45.505665,-73.52218,2.4,4
424,86,132,1486,32.2,45.50564,-73.52218,2.4,4
425,86,132,1488.6,32.2,45.50561,-73.52217,2.6,4
426,86,132,1491,32,45.505585,-73.52216,2.4,4
427,86,133,1493,32,45.505554,-73.52216,2,4
428,88,134,1494.9,32,45.505535,-73.52216,1.9,4
429,88,134,1497.9,32,45.50551,-73.522156,3,4
430,88,134,1500.3,32,45.505486,-73.52215,2.4,4
431,88,135,1503.7,32,45.505463,-73.52215,3.4,4
432,87,135,1506.8,32,45.505444,-73.52215,3.1,4
433,88,135,1509.5,32,45.50542,-73.52215,2.7,4
434,88,135,1511.6,32,45.505394,-73.52215,2.1,4
435,88,135,1514.1,32,45.505367,-73.52215,2.5,4
436,87,135,1516.7,32,45.505337,-73.52215,2.6,4
437,87,135,1519.5,32,45.505306,-73.52215,2.8,4
438,86,135,1522.3,32,45.505272,-73.52215,2.8,4
439,86,134,1525.7,32,45.50523,-73.52213,3.4,4
440,86,134,1529.5,32,45.5052,-73.52212,3.8,4
441,86,134,1533.9,32,45.50517,-73.52211,4.4,4
442,86,134,1538,32,45.505135,-73.522095,4.1,4
443,86,134,1542.4,32,45.505093,-73.52208,4.4,4
444,87,134,1546.9,32,45.50507,-73.522064,4.5,4
445,86,134,1551.7,32,45.505028,-73.52204,4.8,4
446,88,134,1555.6,32,45.505005,-73.52203,3.9,4
447,88,134,1560.3,32,45.504974,-73.52203,4.7,4
448,88,134,1564,32,45.50494,-73.52203,3.7,4
449,87,134,1567.6,32,45.504913,-73.52203,3.6,4
450,86,134,1570.6,32,45.504883,-73.522026,3,4
451,86,134,1574,32,45.504856,-73.522026,3.4,4
452,86,135,1577.5,32,45.504826,-73.52202,3.5,4
453,86,135,1580.3,31.8,45.504795,-73.52201,2.8,4
454,86,135,1582.8,31.8,45.50477,-73.522,2.5,4
455,86,135,1586.3,31.8,45.504734,-73.521996,3.5,4
456,86,136,1589,31.8,45.50469,-73.52197,2.7,4
457,86,136,1593,31.8,45.50465,-73.52195,4,4
458,86,136,1597.8,31.8,45.504612,-73.52193,4.8,4
459,86,137,1602.2,31.8,45.50459,-73.52191,4.4,4
460,86,137,1606.8,31.8,45.504555,-73.521904,4.6,4
461,86,137,1610.8,31.8,45.50452,-73.5219,4,4
462,86,137,1615,31.8,45.504482,-73.52189,4.2,4
463,86,138,1619.4,31.8,45.504448,-73.52188,4.4,4
