time,cadence,heartrate,distance,altitude,lat,lng,velocity,fixed_altitude
1005,56,109,3307.5,11.8,45.51615,-73.525345,0,4
1006,56,110,3307.5,11.6,45.51615,-73.525345,0,4
1007,56,110,3307.5,11.6,45.51615,-73.525345,0,4
1008,53,111,3307.5,11.6,45.51615,-73.525345,0,4
1009,51,110,3307.5,11.4,45.51615,-73.525345,0,4
1010,50,110,3307.5,11.4,45.51615,-73.525345,0,4
1011,50,110,3307.5,11.4,45.51615,-73.525345,0,4
1012,49,110,3307.5,11.4,45.51615,-73.525345,0,4
1013,49,111,3307.5,11.2,45.51615,-73.525345,0,4
1014,50,111,3307.5,11.2,45.51615,-73.525345,0,4
1015,49,111,3307.5,11.2,45.51615,-73.525345,0,4
1016,49,111,3307.5,11.2,45.51615,-73.525345,0,4
1017,50,112,3307.5,11.2,45.516155,-73.525345,0,4
1018,50,112,3307.5,11.2,45.51616,-73.525345,0,4
1019,47,112,3307.5,11.2,45.51616,-73.525345,0,4
1020,47,112,3307.5,11.2,45.51616,-73.525345,0,4
1021,44,113,3307.5,11.2,45.51616,-73.525345,0,4
1022,44,113,3307.5,11.2,45.51616,-73.525345,0,4
1023,44,112,3307.5,11,45.51616,-73.525345,0,4
1024,46,111,3307.5,11,45.51616,-73.525345,0,4
1025,54,111,3307.5,11,45.51616,-73.525345,0,4
1026,62,111,3307.5,11,45.51616,-73.525345,0,4
1027,66,111,3307.5,11,45.51616,-73.525345,0,4
1028,66,109,3307.5,11,45.51616,-73.525345,0,4
1029,66,109,3307.5,11,45.51616,-73.525345,0,4
1030,66,109,3307.5,10.8,45.51616,-73.525345,0,4
1031,66,108,3307.5,10.8,45.51616,-73.525345,0,4
1032,66,107,3307.5,10.8,45.51616,-73.525345,0,4
1033,64,107,3307.5,10.8,45.51616,-73.525345,0,4
1034,64,107,3307.5,10.8,45.516155,-73.525345,0,4
1035,64,107,3307.5,10.8,45.516155,-73.525345,0,4
1036,63,107,3307.5,10.6,45.516155,-73.525345,0,4
1037,63,107,3307.5,10.6,45.516155,-73.525345,0,4
1038,64,106,3307.5,10.6,45.51615,-73.525345,0,4
1039,64,106,3307.5,10.6,45.51615,-73.525345,0,4
1040,64,106,3307.5,10.6,45.51615,-73.525345,0,4
1041,64,106,3307.5,10.6,45.51615,-73.525345,0,4
1042,64,106,3307.5,10.6,45.51615,-73.525345,0,4
1043,64,105,3307.5,10.4,45.51615,-73.525345,0,4
1044,64,105,3307.5,10.4,45.51615,-73.525345,0,4
1045,64,104,3307.5,10.4,45.51615,-73.525345,0,4
1046,63,103,3307.5,10.4,45.51615,-73.52534,0,4
1047,63,103,3307.5,10.2,45.51615,-73.52534,0,4
1048,62,102,3307.5,10.2,45.51615,-73.52534,0,4
1049,59,102,3307.5,10.2,45.51615,-73.52534,0,4
1050,59,103,3307.5,10.2,45.51615,-73.52534,0,4
1051,59,104,3307.5,10.2,45.51615,-73.52534,0,4
1052,59,104,3307.5,10,45.51615,-73.52534,0,4
1053,53,105,3307.5,10,45.51615,-73.52533,0,4
1054,53,108,3307.5,10,45.516155,-73.52533,0,4
1055,50,109,3307.5,10,45.516155,-73.52533,0,4
1056,51,109,3307.5,10,45.516155,-73.52533,0,4
1057,52,109,3307.5,10,45.516155,-73.52533,0,4
1058,55,110,3307.5,10,45.516155,-73.52533,0,4
1059,57,111,3307.5,10,45.516155,-73.52533,0,4
1060,58,111,3307.5,10,45.516155,-73.52533,0,4
1061,58,112,3307.5,10,45.516155,-73.52533,0,4
1062,58,112,3307.5,10,45.516155,-73.52533,0,4
1063,58,112,3307.5,9.8,45.516155,-73.52533,0,4
1064,58,114,3307.5,9.8,45.516155,-73.52533,0,4
1065,58,114,3307.5,9.8,45.516155,-73.52533,0,4
1066,58,114,3307.5,9.8,45.516155,-73.52533,0,4
1067,58,114,3307.5,9.8,45.516155,-73.52533,0,4
1068,58,115,3307.5,9.8,45.516155,-73.52533,0,4
1069,58,115,3307.5,9.8,45.516155,-73.52533,0,4
1070,58,116,3307.5,9.8,45.516155,-73.52533,0,4
1071,58,116,3307.5,9.8,45.516155,-73.52533,0,4
1072,58,116,3307.5,9.6,45.516155,-73.52533,0,4
1073,58,117,3307.5,9.6,45.516155,-73.52533,0,4
1074,58,117,3307.5,9.6,45.516155,-73.52533,0,4
1075,58,118,3307.5,9.6,45.516155,-73.52533,0,4
1076,58,119,3307.5,9.6,45.516155,-73.52533,0,4
1077,58,119,3307.5,9.6,45.51615,-73.52533,0,4
1078,58,119,3307.5,9.6,45.51615,-73.52533,0,4
1079,58,120,3307.5,9.6,45.51615,-73.52533,0,4
1080,58,120,3307.5,9.6,45.51615,-73.52533,0,4
1081,58,120,3307.5,9.6,45.51615,-73.52533,0,4
1082,58,120,3307.5,9.4,45.51615,-73.52533,0,4
1083,58,118,3307.5,9.4,45.51615,-73.52533,0,4
1084,56,117,3307.5,9.4,45.51615,-73.52533,0,4
1085,56,118,3307.5,9.4,45.51615,-73.52533,0,4
1086,56,119,3307.5,9.4,45.51615,-73.52533,0,4
1087,56,119,3307.5,9.4,45.51615,-73.52533,0,4
1088,55,117,3307.5,9.4,45.51615,-73.52533,0,4
1089,55,113,3307.5,9.4,45.516148,-73.52533,0,4
1090,52,111,3307.5,9.4,45.516148,-73.52533,0,4
1091,52,110,3307.5,9.4,45.516148,-73.52533,0,4
1092,52,110,3307.5,9.4,45.516148,-73.52533,0,4
1093,52,109,3307.5,9.4,45.516148,-73.52533,0,4
1094,52,107,3307.5,9.4,45.516148,-73.52533,0,4
1095,52,106,3307.5,9.4,45.516148,-73.52533,0,4
1096,52,106,3307.5,9.4,45.516148,-73.52533,0,4
1097,52,106,3307.5,9.4,45.516148,-73.52533,0,4
1098,52,106,3307.5,9.4,45.516148,-73.52533,0,4
1099,52,103,3307.5,9.2,45.516148,-73.52533,0,4
1100,52,101,3307.5,9.2,45.516148,-73.52533,0,4
1101,47,99,3307.5,9.2,45.516148,-73.52533,0,4
1102,47,99,3307.5,9.2,45.516148,-73.52534,0,4
1103,47,99,3307.5,9.2,45.516148,-73.52534,0,4
1104,47,100,3307.5,9.2,45.516148,-73.52534,0,4
1105,47,100,3307.5,9.2,45.516148,-73.52534,0,4
1106,47,99,3307.5,9.2,45.516148,-73.52534,0,4
1107,47,99,3307.5,9.2,45.516148,-73.525345,0,4
1108,47,98,3307.5,9.2,45.516148,-73.52535,0,4
1109,47,97,3307.5,9.2,45.516148,-73.52536,0,4
1110,47,97,3307.5,9.4,45.516148,-73.52536,0,4
1111,47,96,3307.5,9.4,45.51615,-73.52536,0,4
1112,47,96,3307.5,9.4,45.51615,-73.52537,0,4
1113,47,95,3307.5,9.4,45.51615,-73.52537,0,4
1114,47,92,3307.5,9.4,45.51616,-73.52537,0,4
1115,47,91,3307.5,9.4,45.51618,-73.525375,0,4
1116,47,89,3307.5,9.4,45.516197,-73.52538,0,4
1117,47,89,3307.8,9.4,45.516212,-73.52538,0.3,4
1118,47,88,3308.4,9.4,45.51623,-73.52538,0.6,4
1119,44,85,3310.2,9.4,45.516247,-73.52538,1.8,4
1120,44,85,3312.4,9.6,45.516262,-73.52538,2.2,4
1121,43,85,3314.7,9.6,45.516273,-73.52538,2.3,4
1122,43,85,3317,9.6,45.516285,-73.52539,2.3,4
1123,43,85,3319.4,9.6,45.5163,-73.5254,2.4,4
1124,43,86,3321.6,9.6,45.516308,-73.525406,2.2,4
1125,43,86,3323.8,9.6,45.516315,-73.525406,2.2,4
1126,43,87,3324.7,9.6,45.516323,-73.525406,0.9,4
1127,43,87,3325.5,9.6,45.51633,-73.525406,0.8,4
1128,43,87,3326.1,9.4,45.51634,-73.525406,0.6,4
1129,43,88,3326.8,9.4,45.51635,-73.525406,0.7,4
1130,43,89,3327.4,9.4,45.516354,-73.52541,0.6,4
1131,52,89,3328.1,9.4,45.516357,-73.52541,0.7,4
1132,52,89,3328.7,9.4,45.51636,-73.52541,0.6,4
1133,52,90,3329,9.4,45.51636,-73.525406,0.3,4
1134,51,90,3329,9.2,45.516354,-73.5254,0,4
1135,51,90,3329,9.2,45.516346,-73.5254,0,4
1136,51,90,3329.1,9.2,45.51634,-73.5254,0.1,4
1137,58,90,3329.5,9.2,45.51633,-73.5254,0.4,4
1138,62,89,3329.8,9.2,45.516327,-73.5254,0.3,4
1139,62,88,3329.8,9.2,45.51632,-73.525406,0,4
1140,62,88,3329.8,9,45.516315,-73.525406,0,4
1141,62,88,3330.4,9,45.51631,-73.52541,0.6,4
1142,62,88,3331.4,8.8,45.516308,-73.52541,1,4
1143,62,87,3332.6,8.8,45.516304,-73.52541,1.2,4
1144,62,88,3332.6,8.8,45.516304,-73.52541,0,4
1145,62,88,3332.6,8.6,45.516304,-73.52541,0,4
1146,62,88,3332.6,8.6,45.516304,-73.52541,0,4
1147,62,88,3332.6,8.6,45.516304,-73.52541,0,4
1148,59,88,3332.6,8.6,45.516304,-73.52541,0,4
1149,59,87,3332.6,8.6,45.516304,-73.52541,0,4
1150,55,87,3332.6,8.6,45.516304,-73.52541,0,4
1151,53,87,3332.6,8.4,45.516304,-73.52541,0,4
1152,53,87,3332.6,8.4,45.516304,-73.52541,0,4
1153,53,88,3332.6,8.4,45.516304,-73.52541,0,4
1154,52,89,3332.6,8.2,45.516304,-73.52541,0,4
1155,51,90,3332.6,8.2,45.516304,-73.525406,0,4
1156,51,90,3332.6,8,45.516304,-73.525406,0,4
1157,51,90,3332.6,8,45.516308,-73.525406,0,4
1158,51,90,3332.6,8,45.516308,-73.525406,0,4
1159,51,91,3332.6,8,45.516308,-73.525406,0,4
1160,51,91,3332.6,8,45.516308,-73.5254,0,4
1161,51,91,3332.6,7.8,45.516308,-73.5254,0,4
1162,51,91,3332.6,7.8,45.516308,-73.5254,0,4
1163,51,91,3332.6,7.8,45.516308,-73.5254,0,4
1164,51,91,3332.6,7.6,45.516308,-73.5254,0,4
1165,51,92,3332.6,7.6,45.516308,-73.5254,0,4
1166,51,93,3332.6,7.6,45.516308,-73.5254,0,4
1167,51,93,3332.6,7.4,45.516308,-73.5254,0,4
1168,51,93,3332.6,7.4,45.516308,-73.5254,0,4
1169,51,94,3332.6,7.4,45.516308,-73.5254,0,4
1170,51,94,3332.6,7.4,45.516308,-73.5254,0,4
1171,51,94,3332.6,7.4,45.516308,-73.5254,0,4
1172,52,94,3332.6,7.4,45.516308,-73.5254,0,4
1173,54,93,3332.6,7.4,45.516308,-73.5254,0,4
1174,56,93,3332.6,7.4,45.516308,-73.5254,0,4
1175,56,93,3332.6,7.2,45.51631,-73.5254,0,4
1176,56,93,3332.6,7.2,45.51631,-73.5254,0,4
1177,56,93,3332.6,7.2,45.51631,-73.52539,0,4
1178,56,93,3332.6,7.2,45.51631,-73.52539,0,4
1179,56,95,3332.6,7,45.51631,-73.52539,0,4
1180,54,96,3332.6,7,45.51631,-73.52539,0,4
1181,52,97,3332.6,7,45.51631,-73.52539,0,4
1182,52,97,3332.6,7,45.51631,-73.52539,0,4
1183,51,97,3332.6,7,45.51631,-73.52539,0,4
1184,51,97,3332.6,7,45.51631,-73.52539,0,4
1185,51,98,3332.6,6.8,45.516315,-73.52539,0,4
1186,51,98,3332.6,6.8,45.516315,-73.52539,0,4
1187,52,98,3332.6,6.8,45.51632,-73.52539,0,4
1188,52,99,3332.6,6.8,45.51632,-73.52539,0,4
1189,52,99,3332.6,6.8,45.51632,-73.52539,0,4
1190,52,99,3332.6,6.8,45.51632,-73.52539,0,4
1191,52,100,3332.6,6.8,45.51632,-73.52539,0,4
1192,52,100,3332.6,6.8,45.51631,-73.52539,0,4
1193,52,100,3332.6,6.8,45.516296,-73.52538,0,4
1194,52,101,3332.6,6.8,45.51628,-73.525375,0,4
1195,52,101,3332.6,6.8,45.516262,-73.52537,0,4
1196,51,102,3333.2,6.8,45.51624,-73.52536,0.6,4
1197,51,102,3335.1,6.8,45.51622,-73.52535,1.9,4
1198,50,102,3337.7,6.8,45.516193,-73.525345,2.6,4
1199,51,102,3340.6,6.8,45.516167,-73.52534,2.9,4
1200,81,102,3344.1,6.8,45.51613,-73.52532,3.5,4
1201,87,102,3348.5,6.8,45.516087,-73.52531,4.4,4
1202,92,102,3353.9,6.8,45.51604,-73.52529,5.4,4
1203,93,103,3359.6,6.8,45.515995,-73.52528,5.7,4
1204,93,105,3365.2,6.8,45.515953,-73.52527,5.6,4
1205,93,105,3370.9,6.8,45.515907,-73.52525,5.7,4
1206,93,104,3377,6.8,45.51586,-73.52524,6.1,4
1207,93,104,3383,6.8,45.515816,-73.52523,6,4
1208,93,103,3389.3,6.8,45.515766,-73.525215,6.3,4
1209,93,102,3395.7,7,45.51572,-73.5252,6.4,4
1210,95,105,3401.9,7,45.515675,-73.525185,6.2,4
1211,96,108,3407.6,7.2,45.515625,-73.52517,5.7,4
1212,96,108,3413.2,7.2,45.515575,-73.52515,5.6,4
1213,96,106,3418.8,7.4,45.51553,-73.52513,5.6,4
1214,96,106,3424.6,7.4,45.51548,-73.525116,5.8,4
1215,96,109,3430.2,7.4,45.51543,-73.5251,5.6,4
1216,96,112,3435.9,7.6,45.51538,-73.525085,5.7,4
1217,96,112,3441.7,7.8,45.515327,-73.52506,5.8,4
1218,96,114,3447.6,8,45.515278,-73.52504,5.9,4
1219,96,117,3453.6,8,45.51523,-73.525024,6,4
1220,96,117,3459.5,8.2,45.515167,-73.525,5.9,4
1221,96,117,3465.6,8.4,45.515114,-73.52499,6.1,4
1222,96,117,3472.4,8.6,45.51506,-73.52496,6.8,4
1223,96,118,3478.8,8.6,45.515007,-73.52495,6.4,4
1224,96,121,3485.4,8.8,45.514965,-73.52494,6.6,4
1225,99,122,3491.6,9,45.51492,-73.524925,6.2,4
1226,99,125,3497.3,9.2,45.514874,-73.52492,5.7,4
1227,97,125,3502.6,9.2,45.514835,-73.5249,5.3,4
1228,97,127,3507.8,9.4,45.51479,-73.52489,5.2,4
1229,97,129,3512.7,9.6,45.514744,-73.52487,4.9,4
1230,97,131,3517.7,9.8,45.514698,-73.52486,5,4
1231,97,133,3522,10,45.51465,-73.52483,4.3,4
1232,95,133,3526.8,10,45.514603,-73.52482,4.8,4
1233,94,136,3531.6,10.2,45.514557,-73.524796,4.8,4
1234,94,138,3536.7,10.4,45.514503,-73.52478,5.1,4
1235,94,141,3542.2,10.6,45.514458,-73.524765,5.5,4
1236,94,143,3548.2,10.6,45.51441,-73.52474,6,4
1237,94,143,3553.7,10.8,45.51436,-73.52473,5.5,4
1238,94,145,3559.8,11,45.514313,-73.524704,6.1,4
1239,94,148,3565.5,11.2,45.514263,-73.52469,5.7,4
1240,95,149,3571.3,11.2,45.514217,-73.52467,5.8,4
1241,95,150,3577.1,11.4,45.51417,-73.52466,5.8,4
1242,96,150,3582.5,11.8,45.514122,-73.52464,5.4,4
1243,94,151,3588.1,11.8,45.514065,-73.524635,5.6,4
1244,94,152,3593.7,12,45.51403,-73.52462,5.6,4
1245,94,153,3599.2,12.4,45.51398,-73.524605,5.5,4
1246,94,153,3604.1,12.4,45.51392,-73.52459,4.9,4
1247,94,153,3609.6,12.6,45.513874,-73.524574,5.5,4
1248,94,154,3615.7,12.8,45.51382,-73.52457,6.1,4
1249,94,154,3621.2,13,45.513763,-73.52456,5.5,4
1250,94,154,3627.1,13.2,45.513714,-73.52454,5.9,4
1251,94,154,3633.5,13.2,45.513664,-73.52453,6.4,4
1252,94,154,3639.5,13.4,45.513615,-73.52451,6,4
1253,94,154,3645.4,13.4,45.513565,-73.5245,5.9,4
1254,95,155,3651.2,13.6,45.513523,-73.52449,5.8,4
1255,94,155,3657.5,13.6,45.513474,-73.524475,6.3,4
1256,95,155,3662.9,13.8,45.513435,-73.524475,5.4,4
1257,96,155,3667.8,13.8,45.513393,-73.52446,4.9,4
1258,96,156,3672.5,13.8,45.51334,-73.524445,4.7,4
1259,96,156,3677.3,13.8,45.513287,-73.52443,4.8,4
1260,96,155,3682.5,13.8,45.51324,-73.524414,5.2,4
1261,94,156,3687.9,13.8,45.513195,-73.5244,5.4,4
1262,94,156,3693.2,13.8,45.513138,-73.52438,5.3,4
1263,94,157,3698.4,13.8,45.51309,-73.52437,5.2,4
1264,96,158,3704.5,13.8,45.51304,-73.52435,6.1,4
1265,96,158,3710.3,13.8,45.51299,-73.52434,5.8,4
1266,96,159,3716,13.8,45.512943,-73.52432,5.7,4
1267,96,159,3722.5,13.8,45.512894,-73.52431,6.5,4
1268,95,159,3728.5,13.8,45.512844,-73.52429,6,4
1269,94,159,3733.9,13.8,45.5128,-73.52428,5.4,4
1270,94,159,3739.4,13.8,45.512756,-73.52426,5.5,4
1271,94,159,3745,13.8,45.512707,-73.52424,5.6,4
1272,94,159,3750.2,13.8,45.51265,-73.524216,5.2,4
1273,94,159,3755.3,13.8,45.5126,-73.5242,5.1,4
1274,95,160,3761.5,13.8,45.51255,-73.524185,6.2,4
1275,94,160,3767.1,13.8,45.5125,-73.52416,5.6,4
1276,96,161,3772.8,13.8,45.51245,-73.52414,5.7,4
1277,96,161,3778.7,13.8,45.5124,-73.524124,5.9,4
1278,96,161,3784.7,13.8,45.512352,-73.52411,6,4
1279,96,161,3790.6,13.8,45.512302,-73.52409,5.9,4
1280,96,161,3796.4,13.8,45.512253,-73.52408,5.8,4
1281,96,161,3802.6,13.8,45.512203,-73.52406,6.2,4
1282,96,161,3808.4,13.8,45.51215,-73.52404,5.8,4
1283,96,161,3813.6,13.8,45.5121,-73.52402,5.2,4
1284,96,161,3819.6,13.8,45.512047,-73.524,6,4
1285,96,162,3825.5,13.8,45.512005,-73.52399,5.9,4
1286,96,161,3831.3,13.8,45.511955,-73.52398,5.8,4
1287,96,161,3836.7,13.8,45.511913,-73.523964,5.4,4
1288,94,160,3842.1,13.8,45.511864,-73.52395,5.4,4
1289,94,159,3847.4,13.8,45.511818,-73.52393,5.3,4
1290,94,159,3852.9,13.8,45.51177,-73.52392,5.5,4
1291,95,159,3858.2,14,45.511715,-73.5239,5.3,4
1292,95,159,3863.8,14,45.511677,-73.52389,5.6,4
1293,95,158,3869,14.2,45.51163,-73.52388,5.2,4
1294,94,158,3873.7,14.2,45.511574,-73.52386,4.7,4
1295,95,158,3878.8,14.2,45.51154,-73.52386,5.1,4
1296,94,158,3884.7,14.4,45.511505,-73.52385,5.9,4
1297,94,158,3889.1,14.4,45.511467,-73.52385,4.4,4
1298,94,158,3893.5,14.4,45.51142,-73.52384,4.4,4
1299,94,158,3897.7,14.4,45.51137,-73.52382,4.2,4
1300,94,158,3902.6,14.4,45.511322,-73.5238,4.9,4
1301,94,158,3907.5,14.4,45.511276,-73.523796,4.9,4
1302,94,158,3912.4,14.4,45.51122,-73.52378,4.9,4
1303,95,159,3917.9,14.4,45.51117,-73.523766,5.5,4
1304,95,159,3923.9,14.4,45.51113,-73.523766,6,4
1305,96,160,3928.7,14.4,45.511078,-73.52375,4.8,4
1306,95,160,3934.5,14.4,45.51103,-73.52374,5.8,4
1307,96,160,3940.8,14.4,45.510986,-73.523735,6.3,4
1308,96,160,3946.9,14.4,45.510937,-73.52372,6.1,4
1309,96,161,3952.3,14.4,45.510895,-73.523705,5.4,4
1310,95,161,3957.5,14.4,45.51085,-73.5237,5.2,4
1311,94,161,3962.7,14.4,45.5108,-73.52368,5.2,4
1312,95,161,3968,14.4,45.510757,-73.52367,5.3,4
1313,94,161,3972.7,14.4,45.510723,-73.52366,4.7,4
1314,95,162,3977.6,14.4,45.510674,-73.52365,4.9,4
1315,94,162,3982.5,14.4,45.51062,-73.52363,4.9,4
1316,96,162,3987.3,14.4,45.51058,-73.52361,4.8,4
1317,96,162,3992.7,14.4,45.51053,-73.5236,5.4,4
1318,96,162,3998,14.4,45.510475,-73.52358,5.3,4
1319,96,161,4003.5,14.4,45.510426,-73.52357,5.5,4
1320,96,161,4009.3,14.4,45.510376,-73.52355,5.8,4
1321,95,161,4015.1,14.4,45.51033,-73.523544,5.8,4
1322,95,161,4020.7,14.4,45.510284,-73.523544,5.6,4
1323,95,160,4026.3,14.2,45.51024,-73.52354,5.6,4
1324,96,159,4032.4,14.2,45.51019,-73.52353,6.1,4
1325,96,160,4037.9,14.2,45.510143,-73.52352,5.5,4
1326,96,160,4043.1,14.2,45.510098,-73.523506,5.2,4
1327,96,160,4048.3,14.2,45.51005,-73.5235,5.2,4
1328,95,160,4053.2,14,45.510006,-73.523476,4.9,4
1329,95,161,4058.2,14,45.50996,-73.52346,5,4
1330,95,161,4063.3,14,45.509914,-73.52345,5.1,4
1331,96,161,4068.5,13.8,45.509865,-73.52344,5.2,4
1332,96,161,4073.6,13.8,45.509815,-73.52342,5.1,4
1333,96,161,4079.1,13.8,45.509766,-73.52341,5.5,4
1334,96,162,4084.8,13.8,45.509716,-73.523384,5.7,4
1335,95,162,4090.4,13.8,45.509666,-73.52336,5.6,4
1336,95,162,4096.4,13.6,45.509617,-73.523346,6,4
1337,95,162,4102.4,13.6,45.50957,-73.52333,6,4
1338,96,163,4108.3,13.6,45.509525,-73.523315,5.9,4
1339,96,164,4113.8,13.4,45.509476,-73.52329,5.5,4
1340,96,164,4119.4,13.4,45.509426,-73.52328,5.6,4
1341,96,164,4125.4,13.2,45.509377,-73.52326,6,4
1342,95,164,4131.1,13.2,45.509323,-73.52324,5.7,4
1343,94,164,4136.7,13.2,45.509274,-73.523224,5.6,4
1344,94,163,4142.4,13.2,45.509224,-73.52321,5.7,4
1345,94,163,4148,13.2,45.50918,-73.52319,5.6,4
1346,95,163,4153.7,13,45.50913,-73.52317,5.7,4
1347,94,163,4159.4,13,45.50908,-73.523155,5.7,4
1348,94,163,4165.2,13,45.50903,-73.52314,5.8,4
1349,94,163,4171.2,13,45.50898,-73.52312,6,4
1350,94,163,4177,13,45.50893,-73.52311,5.8,4
1351,94,163,4182.7,12.8,45.508884,-73.523094,5.7,4
1352,94,163,4188.2,12.8,45.508835,-73.52308,5.5,4
1353,94,163,4193.5,12.8,45.50879,-73.52306,5.3,4
1354,94,162,4198.9,12.8,45.508743,-73.52305,5.4,4
1355,94,162,4204.3,12.8,45.508698,-73.52304,5.4,4
1356,95,162,4209.7,12.8,45.50865,-73.523026,5.4,4
1357,96,162,4214.8,12.8,45.508617,-73.52302,5.1,4
1358,96,161,4219.8,12.8,45.50856,-73.523,5,4
1359,95,161,4224.1,12.8,45.508514,-73.52299,4.3,4
1360,94,163,4229.8,12.8,45.50847,-73.52297,5.7,4
1361,95,164,4234.9,13,45.508423,-73.522964,5.1,4
1362,95,164,4240,13,45.508373,-73.52295,5.1,4
1363,96,164,4245.1,13,45.508327,-73.52294,5.1,4
1364,96,163,4250.3,13,45.50828,-73.52293,5.2,4
1365,96,163,4255.6,13,45.508236,-73.52291,5.3,4
1366,96,163,4261,13.2,45.50819,-73.5229,5.4,4
1367,95,163,4266.5,13.2,45.508144,-73.52289,5.5,4
1368,94,162,4272.5,13.2,45.508095,-73.52287,6,4
1369,94,162,4277,13.2,45.50805,-73.52285,4.5,4
1370,94,162,4282.6,13.2,45.508,-73.522835,5.6,4
1371,94,162,4288.2,13.2,45.507954,-73.52281,5.6,4
1372,94,162,4293.7,13.2,45.507904,-73.5228,5.5,4
1373,95,161,4299.2,13.2,45.50786,-73.52278,5.5,4
1374,96,162,4304.8,13.2,45.507805,-73.52276,5.6,4
1375,96,162,4310.5,13.2,45.507755,-73.52274,5.7,4
1376,96,163,4316.3,13.2,45.50771,-73.52273,5.8,4
1377,96,163,4322.1,13.2,45.507664,-73.52271,5.8,4
1378,95,164,4327.8,13.2,45.507626,-73.5227,5.7,4
1379,95,163,4333.2,13.2,45.50757,-73.52268,5.4,4
1380,94,163,4338.2,13.2,45.507523,-73.522675,5,4
1381,94,163,4343.8,13.2,45.50748,-73.52266,5.6,4
1382,94,163,4349.2,13.2,45.50744,-73.52265,5.4,4
1383,94,162,4354.2,13.2,45.50739,-73.52264,5,4
1384,94,161,4359,13.2,45.507343,-73.52263,4.8,4
1385,94,161,4364.2,13.2,45.507294,-73.52261,5.2,4
1386,94,162,4369.3,13.2,45.507248,-73.5226,5.1,4
1387,95,162,4374.5,13.2,45.507202,-73.52259,5.2,4
1388,95,162,4379.8,13.2,45.507168,-73.52259,5.3,4
1389,96,162,4385.4,13.2,45.507114,-73.522575,5.6,4
1390,96,162,4389.1,13.2,45.507057,-73.52256,3.7,4
1391,96,162,4394.7,13,45.507008,-73.522545,5.6,4
1392,96,162,4401.1,13,45.50696,-73.52253,6.4,4
1393,96,162,4407,13,45.50691,-73.522514,5.9,4
1394,96,162,4412.4,13,45.506855,-73.5225,5.4,4
1395,96,162,4418.2,13,45.50681,-73.522484,5.8,4
1396,95,162,4424.4,13,45.506767,-73.52247,6.2,4
1397,94,162,4430.1,13,45.506725,-73.52246,5.7,4
1398,95,162,4435.3,13,45.506687,-73.52245,5.2,4
1399,96,162,4441.1,13,45.506645,-73.522446,5.8,4
1400,96,162,4445.5,13,45.506615,-73.52244,4.4,4
1401,96,161,4449.3,13,45.506565,-73.52243,3.8,4
1402,96,161,4453.1,13,45.506527,-73.522415,3.8,4
1403,96,161,4458,13,45.506485,-73.5224,4.9,4
1404,96,161,4461.9,13,45.50644,-73.52239,3.9,4
1405,95,161,4465.9,13,45.506393,-73.522385,4,4
1406,96,161,4470.7,13,45.506348,-73.52237,4.8,4
1407,96,161,4475.7,13,45.5063,-73.52236,5,4
1408,96,161,4481,13,45.506245,-73.52235,5.3,4
1409,96,160,4486.3,13,45.506195,-73.52233,5.3,4
1410,96,160,4492.5,13,45.506153,-73.522316,6.2,4
1411,96,160,4498.9,13,45.506104,-73.52231,6.4,4
1412,96,160,4503.9,13,45.506054,-73.522285,5,4
1413,96,160,4510,13,45.50601,-73.52228,6.1,4
1414,96,161,4515.9,13,45.50596,-73.52226,5.9,4
1415,96,161,4521.6,13,45.50591,-73.522255,5.7,4
1416,96,161,4527.2,13,45.505867,-73.52224,5.6,4
1417,96,161,4533,13,45.50582,-73.52223,5.8,4
1418,96,162,4538.1,13,45.505775,-73.522224,5.1,4
1419,96,162,4542.9,13,45.505733,-73.52222,4.8,4
1420,96,162,4548.1,13,45.505684,-73.5222,5.2,4
1421,96,163,4553.2,13,45.505634,-73.52219,5.1,4
1422,96,163,4558.5,13,45.505592,-73.52218,5.3,4
1423,96,163,4563.7,12.8,45.505547,-73.52216,5.2,4
1424,96,163,4568.5,12.8,45.505493,-73.52215,4.8,4
1425,96,164,4573.6,12.8,45.505447,-73.52214,5.1,4
1426,96,164,4579.1,12.8,45.5054,-73.522125,5.5,4
1427,95,164,4584.7,12.8,45.50536,-73.52212,5.6,4
1428,95,164,4589.8,12.6,45.505314,-73.5221,5.1,4
1429,94,164,4595,12.6,45.505272,-73.5221,5.2,4
1430,95,165,4600.3,12.6,45.505226,-73.522095,5.3,4
1431,96,165,4605.2,12.4,45.505184,-73.52208,4.9,4
1432,96,165,4609.9,12.4,45.505135,-73.52207,4.7,4
1433,96,165,4615,12.4,45.505085,-73.52206,5.1,4
1434,96,165,4620.4,12.4,45.505035,-73.52204,5.4,4
1435,96,166,4625.5,12.4,45.504974,-73.52201,5.1,4
1436,96,166,4631.2,12.2,45.504917,-73.52199,5.7,4
1437,96,166,4637.9,12.2,45.50486,-73.521965,6.7,4
1438,96,166,4644.7,12.2,45.504807,-73.52195,6.8,4
1439,96,167,4651.6,12,45.50476,-73.52193,6.9,4
1440,95,167,4658.4,12,45.504715,-73.52191,6.8,4
1441,94,167,4664.7,12,45.50466,-73.5219,6.3,4
1442,94,167,4670.8,12,45.504612,-73.52187,6.1,4
1443,96,166,4677.2,11.8,45.50457,-73.52186,6.4,4
1444,96,166,4683.3,11.8,45.504517,-73.521835,6.1,4
1445,96,165,4688.8,11.8,45.50446,-73.521805,5.5,4
